4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/10/2025,1/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Água,"Conta de água - Referente ao Ms 1/2026 (Despesa recorrente)""",R$  153.34 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/4/2026,Serviço,Mercado Livre,ITAU - Principal,PIX,Maquinario,Maquinario - Editar esta Sub,Compra de metalom para serviço,R$  315.13 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Setor Administrativo,Mercado Livre,ITAU - Principal,PIX,Despesas administrativas,Telefone,Parcela 1/9; Compra do Iphone,R$  131.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,PIX,Maquinario,Maquinario - Editar esta Sub,Parcela 1/11; Compra de parafusadeira de walt,R$  79.73 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,PIX,Despesas administrativas,Telefone,Parcela 1/11; Compra do Iphone,R$  118.50 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/12/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Material na C&D,R$  828.38 ,1/4/2026, Concluído,35888,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/5/2026,1/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas com pessoal,Salários,"Salário Felipe - Referente ao Ms 1/2026 (Despesa recorrente)""","R$  2,500.00 ",1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/10/2026,1/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Aluguel,"Aluguel do galpão  - Referente ao Ms 1/2026 (Despesa recorrente)""",R$  800.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/10/2026,1/10/2026,Setor Contabilidade,,ITAU - Principal,PIX,Serviços de terceiros,Contabilidade,"Contadora - Referente ao Ms 1/2026 (Despesa recorrente)""",R$  300.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/19/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Material na C&D,R$  813.06 ,1/4/2026, Concluído,35887,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/26/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Material na C&D,"R$  1,207.68 ",1/4/2026, Concluído,35987,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,10/10/2025,1/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 1/2; Compra na Bruta,R$  324.90 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/10/2025,1/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 1/4; Compra de material na Bruta,R$  405.50 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Compra de material na Bruta ,R$  138.32 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 1/2; Compra de material na Bruta,R$  14.75 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 1/3; Compra de material Bruta,R$  307.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 1/3; Compra de Material na Bruta,R$  277.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Inter,Custo dos serviços,Compra de material,Compra de material na Bruta ,R$  334.13 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Inter,Custo dos serviços,Compra de material,Compra de material na Bruta ,R$  289.35 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 1/7; Compra da coladeira de borda ,R$  522.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 1/7; Compra de tupia da bosh,R$  70.13 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 1/8; Compra de parafusadeira de walt,R$  51.58 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,10/10/2025,1/10/2026,,,ITAU - Principal,Cartão Inter,Despesas administrativas,Telefone,Parcela 1/10; Compra de tablet Mara,R$  145.77 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,10/10/2025,1/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Inter,Custo dos serviços,Compra de material,Parcela 1/4; Compra de Material na Bruta,R$  142.85 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/10/2025,1/10/2026,,,ITAU - Principal,Cartão Inter,Despesas administrativas,Sistemas,COMPRA DE PLANILHA PARA ANO 2026,R$  247.00 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Shopee,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 1/2; Compra do Coletor de pó,R$  113.26 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 1/6; Compra tico tico,R$  51.73 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/10/2026,BJL,Shopee,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 1/10; Compra do martelete,R$  64.53 ,1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/26/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Material na C&D,R$  316.92 ,1/4/2026, Concluído,36493,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/5/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 1/2; Compra de material C&D,R$  850.77 ,1/4/2026, Concluído,36108,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/19/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 1/2; Compra de Material C&D,R$  743.78 ,1/4/2026, Concluído,36398,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/4/2025,1/15/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 1/3; Compra de Material C&D,"R$  1,168.33 ",1/4/2026, Concluído,36821,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,1/5/2026,1/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas com pessoal,Salários,"Salário José Luiz  - Referente ao Ms 1/2026 (Despesa recorrente)""","R$  2,500.00 ",1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/4/2026,12/5/2025,1/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas com pessoal,Salários,"Salario Lucas - Referente ao Ms 1/2026 (Despesa recorrente)""","R$  2,227.00 ",1/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/5/2026,1/5/2026,1/6/2026,,Gabriela (Parque Tinola),ITAU - Principal,PIX,Custo dos serviços,Frete,FRETE ISAEL,R$  130.00 ,1/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/5/2026,12/12/2026,1/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Internet,"Internet do galpão - Referente ao Ms 1/2026 (Despesa recorrente)""",R$  77.72 ,1/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/5/2026,1/5/2026,1/5/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Compra de material na Bruta ,R$  322.00 ,1/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/6/2026,1/6/2026,1/6/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,Lanche no Josmar ,R$  25.50 ,1/6/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/7/2026,1/1/2026,1/15/2026,Serviço,Gabriela (Parque Tinola),ITAU - Principal,PIX,Receita com prestação de serviços,Entradaa - Plan.,50% Restante da cozinha,"R$  7,000.00 ",1/7/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/7/2026,1/8/2026,1/7/2026,,,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Salario Samuel,R$  400.00 ,1/7/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/7/2026,1/8/2026,1/7/2026,,,ITAU - Principal,PIX,Custo dos serviços,Frete,Frete Elenilson,R$  40.00 ,1/7/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/7/2026,1/1/2026,1/30/2026,Serviço,,ITAU - Principal,PIX,Receita com prestação de serviços,Entradaa - Plan.,Cantoneira de Gracinha,"R$  1,350.70 ",1/7/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/8/2026,1/10/2026,1/12/2026,Serviço,,ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 1/10; SERVIÇO TATIANA ESCRITÓRIO,R$  380.00 ,1/8/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/12/2026,1/12/2026,1/12/2026,,Vidro Minas,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Compra de vidro para porta Entrada 50%,R$  750.00 ,1/12/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/19/2026,1/26/2026,1/12/2026,,,ITAU - Principal,PIX,Outras deduções,Descontos,INSS DE FELIPE ,R$  166.98 ,1/19/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/19/2026,1/26/2026,1/19/2026,,,ITAU - Principal,PIX,Impostos sobre a receita,Simples Nacional,Imposto de janeiro,R$  756.54 ,1/19/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/20/2026,1/1/2026,1/30/2026,Serviço,PRICIANNE PEREIRA LIMA CORDEIRO,DINHEIRO - Principal,Débito em conta,Receita com prestação de serviços,Entradaa - Plan.,50 % Referente a quarto filha ,"R$  5,000.00 ",1/20/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/21/2026,1/26/2026,1/19/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Salários,Emprestimo Felipe,R$  180.00 ,1/21/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/22/2026,1/26/2026,1/19/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,Compra de quentinha no Miltinho,R$  24.00 ,1/22/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/23/2026,1/1/2026,2/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 2/10; Produção de uma cabeceira ,R$  280.00 ,1/23/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/24/2026,1/26/2026,1/19/2026,,,ITAU - Principal,PIX,Despesas com vendas,Fretes das Vendas,Gasolina para ir em Cambuci,R$  50.00 ,1/24/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/26/2026,2/3/2026,1/26/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,CAFÉ DEPOIS DE CAMBUCI,R$  44.00 ,1/26/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/29/2026,1/14/2026,1/25/2023,,Vidro Minas,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Compra de vidro para porta Restante 50%,R$  750.00 ,1/29/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/29/2026,2/3/2026,1/29/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,CAFÉ DA TARDE,R$  34.00 ,1/29/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jan,1/1/2026,1/30/2026,2/3/2026,1/30/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,CAFÉ FELIPE,R$  75.00 ,1/30/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/2/2026,2/3/2026,2/2/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,CAFÉ DA TARDE,R$  12.00 ,2/2/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,12/4/2025,2/2/2026,Serviço,BRUTA MADEIRAS LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 2/2; Compra de material C&D,R$  868.63 ,2/3/2026, Concluído,36108,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,12/4/2025,2/2/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 2/3; Compra de material na C&D,R$  591.95 ,2/3/2026, Concluído,36659,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,2/3/2026,1/26/2026,,,ITAU - Principal,PIX,Custo dos serviços,Frete,Frete Elenilson,R$  45.00 ,2/3/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,2/3/2026,2/2/2026,,,ITAU - Principal,PIX,Custo dos serviços,Frete,Frete Valdiney ,R$  120.00 ,2/3/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,2/3/2026,2/3/2026,,,ITAU - Principal,PIX,Outras deduções,Abatimentos,ADIANTAMENTO DO CARTÃO,R$  34.15 ,2/3/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,1/5/2026,2/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas com pessoal,Salários,"Salario Lucas - Referente ao Ms 2/2026 (Despesa recorrente)""","R$  2,000.00 ",2/3/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/3/2026,2/3/2026,2/3/2026,,,ITAU - Principal,PIX,Serviços de terceiros,Manutenção,Salario Juninho,R$  400.00 ,2/3/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,12/4/2025,2/4/2026,BJL,Mercado Livre,ITAU - Principal,PIX,Maquinario,Maquinario - Editar esta Sub,Parcela 2/8; Compra de parafusadeira de walt,R$  99.89 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,12/4/2025,2/10/2026,Setor Administrativo,Mercado Livre,ITAU - Principal,PIX,Despesas administrativas,Telefone,Parcela 2/9; Compra do Iphone,R$  299.94 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,PIX,Despesas administrativas,Telefone,Parcela 2/11; Compra do Iphone,R$  118.50 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,PIX,Maquinario,Maquinario - Editar esta Sub,Parcela 2/11; Compra de parafusadeira de walt,R$  79.73 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,fev,2/1/2026,2/4/2026,1/10/2026,2/12/2026,Serviço,,ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 2/10; SERVIÇO TATIANA ESCRITÓRIO,R$  380.00 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,2/4/2026,2/4/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,Café,R$  11.50 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,2/5/2026,2/4/2026,,,ITAU - Principal,PIX,Maquinario,Maquinario - Editar esta Sub,Ferragem para Maquina,R$  77.00 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,2/5/2026,2/4/2026,,,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Compra de material na C&D,R$  51.00 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/4/2026,2/5/2026,2/4/2026,,,ITAU - Principal,PIX,Despesas administrativas,Sistemas,Gasolina para visitas,R$  100.00 ,2/4/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,12/4/2025,2/8/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 2/3; Compra de Material C&D,R$  936.66 ,2/5/2026, Concluído,36694,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,1/10/2026,2/10/2026,Setor Contabilidade,,ITAU - Principal,PIX,Serviços de terceiros,Contabilidade,"Contadora - Referente ao Ms 2/2026 (Despesa recorrente)""",R$  298.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,1/10/2026,2/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Aluguel,"Aluguel do galpão  - Referente ao Ms 2/2026 (Despesa recorrente)""",R$  800.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,2/6/2026,2/5/2026,,,ITAU - Principal,PIX,Custo dos serviços,Frete,Frete Elenilson,R$  40.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,2/6/2026,2/5/2026,,,ITAU - Principal,PIX,Custo dos serviços,Compra de material,Compra de massa + Fita,R$  40.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,2/9/2026,2/5/2026,,,ITAU - Principal,PIX,Outras deduções,Descontos,Gasto no Betinho,R$  280.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/5/2026,2/9/2026,2/5/2026,,,ITAU - Principal,PIX,Despesas com pessoal,Alimentação/Refeição,Café Sábado,R$  35.00 ,2/5/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,fev,2/1/2026,2/6/2026,1/1/2026,1/30/2026,Serviço,PRICIANNE PEREIRA LIMA CORDEIRO,DINHEIRO - Principal,,Receita com prestação de serviços,Entradaa - Plan.,50% Restante Quarto Filha,"R$  5,000.00 ",2/6/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
